Time	Biomass	Carbon1	Carbon2	Dext	Eext	Growth	Oxygen	R6	R7	RPO2	RPcl	Rres	Tc1	Tc2	Td	Te	To2	biomass
0.47000000000000003	1.456947	17.32893	20.0	2.185421	1.456947	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	1.475849
0.48	1.549068	17.160041	20.0	2.323603	1.549068	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	1.562842
0.49	1.64662	16.981198	20.0	2.469929	1.64662	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	1.654963
0.5	1.749921	16.791812	20.0	2.624881	1.749921	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	1.752514
0.51	1.859311	16.591263	20.0	2.788966	1.859311	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	1.855815
0.52	1.975149	16.378893	20.0	2.962724	1.975149	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	1.965205
0.53	2.097815	16.154005	20.0	3.146723	2.097815	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.081044
0.54	2.227712	15.915861	20.0	3.341568	2.227712	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.20371
0.55	2.365266	15.66368	20.0	3.547898	2.365266	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.333606
0.56	2.510927	15.396634	20.0	3.76639	2.510927	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.47116
0.5700000000000001	2.665174	15.113847	20.0	3.997761	2.665174	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.616821
0.58	2.828514	14.814391	20.0	4.242771	2.828514	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.771069
0.59	3.001481	14.497284	20.0	4.502222	3.001481	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	2.934408
0.6	3.184644	14.161486	20.0	4.776966	3.184644	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	3.107376
0.61	3.378604	13.805893	20.0	5.067905	3.378604	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	3.290539
0.62	3.583996	13.429341	20.0	5.375994	3.583996	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	3.484498
0.63	3.801495	13.030593	20.0	5.702242	3.801495	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	3.68989
0.64	4.031814	12.608341	20.0	6.047721	4.031814	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	3.907389
0.65	4.27571	12.161199	20.0	6.413565	4.27571	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	4.137709
0.66	4.533982	11.687701	20.0	6.800972	4.533982	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	4.381604
0.67	4.807477	11.186292	20.0	7.211215	4.807477	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	4.639876
0.68	5.097094	10.655328	20.0	7.64564	5.097094	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	4.913371
0.6900000000000001	5.403782	10.093067	20.0	8.105672	5.403782	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	5.202988
0.7000000000000001	5.728547	9.497664	20.0	8.59282	5.728547	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	5.509676
0.71	6.072456	8.867165	20.0	9.108683	6.072456	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	5.834441
0.72	6.436636	8.199501	20.0	9.654954	6.436636	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	6.17835
0.73	6.822283	7.492482	20.0	10.233424	6.822283	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	6.54253
0.74	7.230661	6.743788	20.0	10.845991	7.230661	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	6.928177
0.75	7.663112	5.950963	20.0	11.494667	7.663112	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	7.336555
0.76	8.121052	5.111405	20.0	12.181578	8.121052	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	7.769006
0.77	8.605986	4.222359	20.0	12.908978	8.605986	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	8.226946
0.78	9.119504	3.28091	20.0	13.679256	9.119504	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	8.71188
0.79	9.663291	2.283967	20.0	14.494936	9.663291	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	9.225398
0.8	10.239132	1.228259	20.0	15.358697	10.239132	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	9.769185
0.81	10.848915	0.110323	20.0	16.273372	10.848915	5.727273	0.0	2.863636	1.909091	1.0	1.0	0.0	10.5	0.0	8.590909	5.727273	0.0	10.345026
0.8200000000000001	10.909619	0.0	20.0	16.364427	10.909619	0.581693	0.0	0.290847	0.193898	1.0	1.0	0.0	1.066437	0.0	0.87254	0.581693	0.0	10.405378
0.8300000000000001	10.909619	0.0	20.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
0.84	11.559113	0.0	18.809262	17.338668	11.559113	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	11.018718
0.85	12.24689	0.0	17.548336	18.370334	12.24689	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	11.668212
0.86	12.975209	0.0	16.213085	19.462812	12.975209	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	12.35599
0.87	13.746458	0.0	14.799129	20.619686	13.746458	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	13.084308
0.88	14.563168	0.0	13.301827	21.844751	14.563168	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	13.855557
0.89	15.428018	0.0	11.716268	23.142026	15.428018	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	14.672267
0.9	16.343847	0.0	10.037248	24.51577	16.343847	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	15.537117
0.91	17.313659	0.0	8.25926	25.970487	17.313659	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	16.452946
0.92	18.340636	0.0	6.376469	27.510953	18.340636	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	17.422758
0.93	19.428148	0.0	4.382697	29.142221	19.428148	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	18.449735
0.9400000000000001	20.579763	0.0	2.271403	30.869643	20.579763	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	19.537247
0.9500000000000001	21.799259	0.0	0.03566	32.698887	21.799259	5.727273	0.0	2.863636	1.909091	1.0	0.0	0.0	0.0	10.5	8.590909	5.727273	0.0	20.688862
0.96	21.818738	0.0	0.0	32.728105	21.818738	0.094018	0.0	0.047009	0.031339	1.0	0.0	0.0	0.0	0.172366	0.141026	0.094018	0.0	20.708322
0.97	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
0.98	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
0.99	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.0	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.01	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.02	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.03	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.04	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.05	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.06	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.07	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.08	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.09	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.1	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.11	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.12	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.1300000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.1400000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.1500000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.16	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.17	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.18	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.19	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.2	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.21	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.22	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.23	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.24	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.25	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.26	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.27	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.28	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.29	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.3	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.31	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.32	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.33	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.34	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.35	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.36	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.37	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.3800000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.3900000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.4000000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.41	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.42	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.43	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.44	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.45	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.46	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.47	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.48	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.49	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.5	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.51	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.52	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.53	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.54	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.55	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.56	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.57	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.58	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.59	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.6	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.61	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.62	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
1.6300000000000001	21.818738	0.0	0.0	32.728105	21.818738	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.708322
