Time	Biomass	Carbon1	Carbon2	Dext	Eext	Growth	Oxygen	R6	R7	RPO2	RPcl	Rres	Tc1	Tc2	Td	Te	To2	biomass
1.07	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.08	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.09	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.1	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.11	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.12	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.1300000000000001	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.1400000000000001	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.1500000000000001	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.16	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.17	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.18	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.19	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.2	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.21	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
